d2024-12-30 13:34:27,330 - resnet_50 - INFO - Training - Epoch: 5, Batch: [3328/10010], Loss: 4.0317, Accuracy: 21.18%, LR: 0.001000
2024-12-30 15:15:25,434 - resnet_50 - INFO - Training - Epoch: 5, Batch: [8320/10010], Loss: 3.9746, Accuracy: 21.98%, LR: 0.001000
2024-12-30 15:18:00,758 - resnet_50 - INFO - Training - Epoch: 5, Batch: [8448/10010], Loss: 3.9732, Accuracy: 22.01%, LR: 0.001000
2024-12-30 15:20:36,076 - resnet_50 - INFO - Training - Epoch: 5, Batch: [8576/10010], Loss: 3.9717, Accuracy: 22.04%, LR: 0.001000
2024-12-30 15:23:11,405 - resnet_50 - INFO - Training - Epoch: 5, Batch: [8704/10010], Loss: 3.9702, Accuracy: 22.06%, LR: 0.001000
2024-12-30 15:25:46,701 - resnet_50 - INFO - Training - Epoch: 5, Batch: [8832/10010], Loss: 3.9688, Accuracy: 22.08%, LR: 0.001000
2024-12-30 15:28:21,939 - resnet_50 - INFO - Training - Epoch: 5, Batch: [8960/10010], Loss: 3.9671, Accuracy: 22.10%, LR: 0.001000
2024-12-30 15:30:57,269 - resnet_50 - INFO - Training - Epoch: 5, Batch: [9088/10010], Loss: 3.9655, Accuracy: 22.12%, LR: 0.001000
2024-12-30 15:33:32,602 - resnet_50 - INFO - Training - Epoch: 5, Batch: [9216/10010], Loss: 3.9643, Accuracy: 22.13%, LR: 0.001000
2024-12-30 15:36:07,943 - resnet_50 - INFO - Training - Epoch: 5, Batch: [9344/10010], Loss: 3.9628, Accuracy: 22.15%, LR: 0.001000
2024-12-30 15:38:43,285 - resnet_50 - INFO - Training - Epoch: 5, Batch: [9472/10010], Loss: 3.9614, Accuracy: 22.18%, LR: 0.001000
2024-12-30 15:41:18,603 - resnet_50 - INFO - Training - Epoch: 5, Batch: [9600/10010], Loss: 3.9601, Accuracy: 22.20%, LR: 0.001000
2024-12-30 15:43:53,959 - resnet_50 - INFO - Training - Epoch: 5, Batch: [9728/10010], Loss: 3.9586, Accuracy: 22.22%, LR: 0.001000
2024-12-30 15:46:29,314 - resnet_50 - INFO - Training - Epoch: 5, Batch: [9856/10010], Loss: 3.9577, Accuracy: 22.24%, LR: 0.001000
2024-12-30 15:49:04,763 - resnet_50 - INFO - Training - Epoch: 5, Batch: [9984/10010], Loss: 3.9566, Accuracy: 22.25%, LR: 0.001000
2024-12-30 15:49:34,216 - resnet_50 - INFO - Epoch 5 Summary - Training Loss: 3.9561, Training Accuracy: 22.26%, Time: 12149.19s
2024-12-30 15:49:34,522 - resnet_50 - INFO - Checkpoint saved - Epoch: 5, Path: checkpoints/resnet_50/model_5.pth
2024-12-30 15:51:56,329 - resnet_50 - INFO - Validation - Epoch: 6, Loss: 3.5513, Accuracy: 26.64%, Top-5 Accuracy: 51.09%
2024-12-30 15:51:59,573 - resnet_50 - INFO - Training - Epoch: 6, Batch: [0/10010], Loss: 4.0288, Accuracy: 17.97%, LR: 0.001000
2024-12-30 15:54:34,836 - resnet_50 - INFO - Training - Epoch: 6, Batch: [128/10010], Loss: 3.8338, Accuracy: 23.62%, LR: 0.001000
2024-12-30 15:57:10,165 - resnet_50 - INFO - Training - Epoch: 6, Batch: [256/10010], Loss: 3.8377, Accuracy: 23.66%, LR: 0.001000
2024-12-30 15:59:45,511 - resnet_50 - INFO - Training - Epoch: 6, Batch: [384/10010], Loss: 3.8375, Accuracy: 23.89%, LR: 0.001000
2024-12-30 16:02:20,880 - resnet_50 - INFO - Training - Epoch: 6, Batch: [512/10010], Loss: 3.8296, Accuracy: 23.96%, LR: 0.001000
2024-12-30 16:04:56,219 - resnet_50 - INFO - Training - Epoch: 6, Batch: [640/10010], Loss: 3.8240, Accuracy: 24.06%, LR: 0.001000
2024-12-30 16:07:31,551 - resnet_50 - INFO - Training - Epoch: 6, Batch: [768/10010], Loss: 3.8253, Accuracy: 24.02%, LR: 0.001000
2024-12-30 16:10:06,850 - resnet_50 - INFO - Training - Epoch: 6, Batch: [896/10010], Loss: 3.8270, Accuracy: 23.99%, LR: 0.001000
2024-12-30 16:12:42,184 - resnet_50 - INFO - Training - Epoch: 6, Batch: [1024/10010], Loss: 3.8274, Accuracy: 24.03%, LR: 0.001000
2024-12-30 16:15:17,540 - resnet_50 - INFO - Training - Epoch: 6, Batch: [1152/10010], Loss: 3.8283, Accuracy: 24.03%, LR: 0.001000
2024-12-30 16:17:52,888 - resnet_50 - INFO - Training - Epoch: 6, Batch: [1280/10010], Loss: 3.8254, Accuracy: 24.06%, LR: 0.001000
2024-12-30 16:20:28,256 - resnet_50 - INFO - Training - Epoch: 6, Batch: [1408/10010], Loss: 3.8254, Accuracy: 24.08%, LR: 0.001000
2024-12-30 16:23:03,602 - resnet_50 - INFO - Training - Epoch: 6, Batch: [1536/10010], Loss: 3.8244, Accuracy: 24.05%, LR: 0.001000
2024-12-30 16:25:38,947 - resnet_50 - INFO - Training - Epoch: 6, Batch: [1664/10010], Loss: 3.8239, Accuracy: 24.06%, LR: 0.001000
2024-12-30 16:28:14,297 - resnet_50 - INFO - Training - Epoch: 6, Batch: [1792/10010], Loss: 3.8226, Accuracy: 24.08%, LR: 0.001000
2024-12-30 16:30:49,659 - resnet_50 - INFO - Training - Epoch: 6, Batch: [1920/10010], Loss: 3.8216, Accuracy: 24.10%, LR: 0.001000
2024-12-30 16:33:25,012 - resnet_50 - INFO - Training - Epoch: 6, Batch: [2048/10010], Loss: 3.8193, Accuracy: 24.13%, LR: 0.001000
2024-12-30 16:36:00,378 - resnet_50 - INFO - Training - Epoch: 6, Batch: [2176/10010], Loss: 3.8185, Accuracy: 24.15%, LR: 0.001000
2024-12-30 16:38:35,722 - resnet_50 - INFO - Training - Epoch: 6, Batch: [2304/10010], Loss: 3.8172, Accuracy: 24.18%, LR: 0.001000
2024-12-30 16:41:11,061 - resnet_50 - INFO - Training - Epoch: 6, Batch: [2432/10010], Loss: 3.8149, Accuracy: 24.23%, LR: 0.001000
2024-12-30 16:43:46,413 - resnet_50 - INFO - Training - Epoch: 6, Batch: [2560/10010], Loss: 3.8142, Accuracy: 24.24%, LR: 0.001000
2024-12-30 16:46:21,775 - resnet_50 - INFO - Training - Epoch: 6, Batch: [2688/10010], Loss: 3.8111, Accuracy: 24.28%, LR: 0.001000
2024-12-30 16:48:57,099 - resnet_50 - INFO - Training - Epoch: 6, Batch: [2816/10010], Loss: 3.8091, Accuracy: 24.32%, LR: 0.001000
2024-12-30 16:51:32,446 - resnet_50 - INFO - Training - Epoch: 6, Batch: [2944/10010], Loss: 3.8084, Accuracy: 24.34%, LR: 0.001000
2024-12-30 16:54:07,804 - resnet_50 - INFO - Training - Epoch: 6, Batch: [3072/10010], Loss: 3.8088, Accuracy: 24.35%, LR: 0.001000
2024-12-30 16:56:43,126 - resnet_50 - INFO - Training - Epoch: 6, Batch: [3200/10010], Loss: 3.8074, Accuracy: 24.35%, LR: 0.001000
2024-12-30 16:59:18,456 - resnet_50 - INFO - Training - Epoch: 6, Batch: [3328/10010], Loss: 3.8056, Accuracy: 24.38%, LR: 0.001000
2024-12-30 17:01:53,815 - resnet_50 - INFO - Training - Epoch: 6, Batch: [3456/10010], Loss: 3.8047, Accuracy: 24.37%, LR: 0.001000
2024-12-30 17:04:29,162 - resnet_50 - INFO - Training - Epoch: 6, Batch: [3584/10010], Loss: 3.8026, Accuracy: 24.39%, LR: 0.001000
2024-12-30 17:07:04,498 - resnet_50 - INFO - Training - Epoch: 6, Batch: [3712/10010], Loss: 3.8014, Accuracy: 24.41%, LR: 0.001000
2024-12-30 17:09:39,838 - resnet_50 - INFO - Training - Epoch: 6, Batch: [3840/10010], Loss: 3.8006, Accuracy: 24.42%, LR: 0.001000
2024-12-30 17:12:15,208 - resnet_50 - INFO - Training - Epoch: 6, Batch: [3968/10010], Loss: 3.7995, Accuracy: 24.43%, LR: 0.001000
2024-12-30 17:14:50,542 - resnet_50 - INFO - Training - Epoch: 6, Batch: [4096/10010], Loss: 3.7987, Accuracy: 24.44%, LR: 0.001000
2024-12-30 17:17:25,889 - resnet_50 - INFO - Training - Epoch: 6, Batch: [4224/10010], Loss: 3.7984, Accuracy: 24.43%, LR: 0.001000
2024-12-30 17:20:01,262 - resnet_50 - INFO - Training - Epoch: 6, Batch: [4352/10010], Loss: 3.7979, Accuracy: 24.44%, LR: 0.001000
2024-12-30 17:22:36,578 - resnet_50 - INFO - Training - Epoch: 6, Batch: [4480/10010], Loss: 3.7962, Accuracy: 24.47%, LR: 0.001000
2024-12-30 17:25:11,909 - resnet_50 - INFO - Training - Epoch: 6, Batch: [4608/10010], Loss: 3.7959, Accuracy: 24.48%, LR: 0.001000
2024-12-30 17:27:47,254 - resnet_50 - INFO - Training - Epoch: 6, Batch: [4736/10010], Loss: 3.7943, Accuracy: 24.52%, LR: 0.001000
2024-12-30 17:30:22,601 - resnet_50 - INFO - Training - Epoch: 6, Batch: [4864/10010], Loss: 3.7939, Accuracy: 24.53%, LR: 0.001000
2024-12-30 17:32:57,941 - resnet_50 - INFO - Training - Epoch: 6, Batch: [4992/10010], Loss: 3.7926, Accuracy: 24.54%, LR: 0.001000
2024-12-30 17:35:33,271 - resnet_50 - INFO - Training - Epoch: 6, Batch: [5120/10010], Loss: 3.7917, Accuracy: 24.57%, LR: 0.001000
2024-12-30 17:38:08,620 - resnet_50 - INFO - Training - Epoch: 6, Batch: [5248/10010], Loss: 3.7905, Accuracy: 24.58%, LR: 0.001000
2024-12-30 17:40:43,957 - resnet_50 - INFO - Training - Epoch: 6, Batch: [5376/10010], Loss: 3.7889, Accuracy: 24.61%, LR: 0.001000
2024-12-30 17:43:19,288 - resnet_50 - INFO - Training - Epoch: 6, Batch: [5504/10010], Loss: 3.7874, Accuracy: 24.63%, LR: 0.001000
2024-12-30 17:45:54,653 - resnet_50 - INFO - Training - Epoch: 6, Batch: [5632/10010], Loss: 3.7860, Accuracy: 24.66%, LR: 0.001000
2024-12-30 17:48:29,969 - resnet_50 - INFO - Training - Epoch: 6, Batch: [5760/10010], Loss: 3.7851, Accuracy: 24.68%, LR: 0.001000
2024-12-30 17:51:05,309 - resnet_50 - INFO - Training - Epoch: 6, Batch: [5888/10010], Loss: 3.7840, Accuracy: 24.69%, LR: 0.001000
2024-12-30 17:53:40,646 - resnet_50 - INFO - Training - Epoch: 6, Batch: [6016/10010], Loss: 3.7833, Accuracy: 24.71%, LR: 0.001000
2024-12-30 17:56:15,943 - resnet_50 - INFO - Training - Epoch: 6, Batch: [6144/10010], Loss: 3.7824, Accuracy: 24.73%, LR: 0.001000
2024-12-30 17:58:51,274 - resnet_50 - INFO - Training - Epoch: 6, Batch: [6272/10010], Loss: 3.7811, Accuracy: 24.74%, LR: 0.001000
2024-12-30 18:01:26,614 - resnet_50 - INFO - Training - Epoch: 6, Batch: [6400/10010], Loss: 3.7799, Accuracy: 24.77%, LR: 0.001000
2024-12-30 18:04:01,969 - resnet_50 - INFO - Training - Epoch: 6, Batch: [6528/10010], Loss: 3.7789, Accuracy: 24.78%, LR: 0.001000
2024-12-30 18:06:37,311 - resnet_50 - INFO - Training - Epoch: 6, Batch: [6656/10010], Loss: 3.7781, Accuracy: 24.79%, LR: 0.001000
2024-12-30 18:09:12,660 - resnet_50 - INFO - Training - Epoch: 6, Batch: [6784/10010], Loss: 3.7771, Accuracy: 24.80%, LR: 0.001000
2024-12-30 18:11:47,989 - resnet_50 - INFO - Training - Epoch: 6, Batch: [6912/10010], Loss: 3.7765, Accuracy: 24.83%, LR: 0.001000
2024-12-30 18:14:23,325 - resnet_50 - INFO - Training - Epoch: 6, Batch: [7040/10010], Loss: 3.7759, Accuracy: 24.85%, LR: 0.001000
2024-12-30 18:16:58,677 - resnet_50 - INFO - Training - Epoch: 6, Batch: [7168/10010], Loss: 3.7751, Accuracy: 24.86%, LR: 0.001000
2024-12-30 18:19:34,047 - resnet_50 - INFO - Training - Epoch: 6, Batch: [7296/10010], Loss: 3.7737, Accuracy: 24.88%, LR: 0.001000
2024-12-30 18:22:09,387 - resnet_50 - INFO - Training - Epoch: 6, Batch: [7424/10010], Loss: 3.7726, Accuracy: 24.89%, LR: 0.001000
2024-12-30 18:24:44,695 - resnet_50 - INFO - Training - Epoch: 6, Batch: [7552/10010], Loss: 3.7713, Accuracy: 24.91%, LR: 0.001000
2024-12-30 18:27:20,063 - resnet_50 - INFO - Training - Epoch: 6, Batch: [7680/10010], Loss: 3.7700, Accuracy: 24.92%, LR: 0.001000
2024-12-30 18:29:55,353 - resnet_50 - INFO - Training - Epoch: 6, Batch: [7808/10010], Loss: 3.7687, Accuracy: 24.94%, LR: 0.001000
2024-12-30 18:32:30,684 - resnet_50 - INFO - Training - Epoch: 6, Batch: [7936/10010], Loss: 3.7675, Accuracy: 24.96%, LR: 0.001000
2024-12-30 18:35:06,040 - resnet_50 - INFO - Training - Epoch: 6, Batch: [8064/10010], Loss: 3.7657, Accuracy: 24.97%, LR: 0.001000
2024-12-30 18:37:41,376 - resnet_50 - INFO - Training - Epoch: 6, Batch: [8192/10010], Loss: 3.7645, Accuracy: 25.00%, LR: 0.001000
2024-12-30 18:40:16,664 - resnet_50 - INFO - Training - Epoch: 6, Batch: [8320/10010], Loss: 3.7636, Accuracy: 25.01%, LR: 0.001000
2024-12-30 18:42:52,009 - resnet_50 - INFO - Training - Epoch: 6, Batch: [8448/10010], Loss: 3.7627, Accuracy: 25.02%, LR: 0.001000
2024-12-30 18:45:27,369 - resnet_50 - INFO - Training - Epoch: 6, Batch: [8576/10010], Loss: 3.7615, Accuracy: 25.04%, LR: 0.001000
2024-12-30 18:48:02,659 - resnet_50 - INFO - Training - Epoch: 6, Batch: [8704/10010], Loss: 3.7605, Accuracy: 25.05%, LR: 0.001000
2024-12-30 18:50:37,955 - resnet_50 - INFO - Training - Epoch: 6, Batch: [8832/10010], Loss: 3.7594, Accuracy: 25.07%, LR: 0.001000
2024-12-30 18:53:13,319 - resnet_50 - INFO - Training - Epoch: 6, Batch: [8960/10010], Loss: 3.7582, Accuracy: 25.09%, LR: 0.001000
2024-12-30 18:55:48,628 - resnet_50 - INFO - Training - Epoch: 6, Batch: [9088/10010], Loss: 3.7573, Accuracy: 25.10%, LR: 0.001000
2024-12-30 18:58:23,962 - resnet_50 - INFO - Training - Epoch: 6, Batch: [9216/10010], Loss: 3.7568, Accuracy: 25.11%, LR: 0.001000
2024-12-30 19:00:59,311 - resnet_50 - INFO - Training - Epoch: 6, Batch: [9344/10010], Loss: 3.7558, Accuracy: 25.13%, LR: 0.001000
2024-12-30 19:03:34,635 - resnet_50 - INFO - Training - Epoch: 6, Batch: [9472/10010], Loss: 3.7545, Accuracy: 25.14%, LR: 0.001000
2024-12-30 19:06:09,934 - resnet_50 - INFO - Training - Epoch: 6, Batch: [9600/10010], Loss: 3.7535, Accuracy: 25.16%, LR: 0.001000
2024-12-30 19:08:45,280 - resnet_50 - INFO - Training - Epoch: 6, Batch: [9728/10010], Loss: 3.7524, Accuracy: 25.17%, LR: 0.001000
2024-12-30 19:11:20,607 - resnet_50 - INFO - Training - Epoch: 6, Batch: [9856/10010], Loss: 3.7515, Accuracy: 25.19%, LR: 0.001000
2024-12-30 19:13:56,049 - resnet_50 - INFO - Training - Epoch: 6, Batch: [9984/10010], Loss: 3.7505, Accuracy: 25.21%, LR: 0.001000
2024-12-30 19:14:25,487 - resnet_50 - INFO - Epoch 6 Summary - Training Loss: 3.7504, Training Accuracy: 25.21%, Time: 12149.16s
2024-12-30 19:14:25,715 - resnet_50 - INFO - Checkpoint saved - Epoch: 6, Path: checkpoints/resnet_50/model_6.pth
2024-12-30 19:16:47,239 - resnet_50 - INFO - Validation - Epoch: 7, Loss: 3.4401, Accuracy: 28.59%, Top-5 Accuracy: 53.36%
2024-12-30 19:16:50,393 - resnet_50 - INFO - Training - Epoch: 7, Batch: [0/10010], Loss: 3.5090, Accuracy: 30.47%, LR: 0.001000
2024-12-30 19:19:25,719 - resnet_50 - INFO - Training - Epoch: 7, Batch: [128/10010], Loss: 3.6384, Accuracy: 26.76%, LR: 0.001000
2024-12-30 19:22:01,056 - resnet_50 - INFO - Training - Epoch: 7, Batch: [256/10010], Loss: 3.6445, Accuracy: 26.88%, LR: 0.001000
2024-12-30 19:24:36,416 - resnet_50 - INFO - Training - Epoch: 7, Batch: [384/10010], Loss: 3.6181, Accuracy: 27.29%, LR: 0.001000
2024-12-30 19:27:11,756 - resnet_50 - INFO - Training - Epoch: 7, Batch: [512/10010], Loss: 3.6238, Accuracy: 27.09%, LR: 0.001000
2024-12-30 19:29:47,075 - resnet_50 - INFO - Training - Epoch: 7, Batch: [640/10010], Loss: 3.6267, Accuracy: 26.92%, LR: 0.001000
2024-12-30 19:32:22,419 - resnet_50 - INFO - Training - Epoch: 7, Batch: [768/10010], Loss: 3.6249, Accuracy: 26.96%, LR: 0.001000
2024-12-30 19:34:57,778 - resnet_50 - INFO - Training - Epoch: 7, Batch: [896/10010], Loss: 3.6251, Accuracy: 26.90%, LR: 0.001000
2024-12-30 19:37:33,080 - resnet_50 - INFO - Training - Epoch: 7, Batch: [1024/10010], Loss: 3.6269, Accuracy: 26.90%, LR: 0.001000
2024-12-30 19:40:08,432 - resnet_50 - INFO - Training - Epoch: 7, Batch: [1152/10010], Loss: 3.6274, Accuracy: 26.88%, LR: 0.001000
2024-12-30 19:42:43,802 - resnet_50 - INFO - Training - Epoch: 7, Batch: [1280/10010], Loss: 3.6273, Accuracy: 26.87%, LR: 0.001000
2024-12-30 19:45:19,128 - resnet_50 - INFO - Training - Epoch: 7, Batch: [1408/10010], Loss: 3.6256, Accuracy: 26.91%, LR: 0.001000
2024-12-30 19:47:54,448 - resnet_50 - INFO - Training - Epoch: 7, Batch: [1536/10010], Loss: 3.6262, Accuracy: 26.91%, LR: 0.001000
2024-12-30 19:50:29,772 - resnet_50 - INFO - Training - Epoch: 7, Batch: [1664/10010], Loss: 3.6280, Accuracy: 26.89%, LR: 0.001000
2024-12-30 19:53:05,113 - resnet_50 - INFO - Training - Epoch: 7, Batch: [1792/10010], Loss: 3.6265, Accuracy: 26.95%, LR: 0.001000
2024-12-30 19:55:40,439 - resnet_50 - INFO - Training - Epoch: 7, Batch: [1920/10010], Loss: 3.6252, Accuracy: 26.98%, LR: 0.001000
2024-12-30 19:58:15,750 - resnet_50 - INFO - Training - Epoch: 7, Batch: [2048/10010], Loss: 3.6243, Accuracy: 27.03%, LR: 0.001000
2024-12-30 20:00:51,111 - resnet_50 - INFO - Training - Epoch: 7, Batch: [2176/10010], Loss: 3.6238, Accuracy: 27.04%, LR: 0.001000
2024-12-30 20:03:26,427 - resnet_50 - INFO - Training - Epoch: 7, Batch: [2304/10010], Loss: 3.6242, Accuracy: 27.01%, LR: 0.001000
2024-12-30 20:06:01,770 - resnet_50 - INFO - Training - Epoch: 7, Batch: [2432/10010], Loss: 3.6235, Accuracy: 27.03%, LR: 0.001000
2024-12-30 20:08:37,138 - resnet_50 - INFO - Training - Epoch: 7, Batch: [2560/10010], Loss: 3.6233, Accuracy: 27.02%, LR: 0.001000
2024-12-30 20:11:12,466 - resnet_50 - INFO - Training - Epoch: 7, Batch: [2688/10010], Loss: 3.6207, Accuracy: 27.06%, LR: 0.001000
2024-12-30 20:13:47,803 - resnet_50 - INFO - Training - Epoch: 7, Batch: [2816/10010], Loss: 3.6203, Accuracy: 27.08%, LR: 0.001000
2024-12-30 20:16:23,166 - resnet_50 - INFO - Training - Epoch: 7, Batch: [2944/10010], Loss: 3.6186, Accuracy: 27.09%, LR: 0.001000
2024-12-30 20:18:58,500 - resnet_50 - INFO - Training - Epoch: 7, Batch: [3072/10010], Loss: 3.6182, Accuracy: 27.11%, LR: 0.001000
2024-12-30 20:21:33,815 - resnet_50 - INFO - Training - Epoch: 7, Batch: [3200/10010], Loss: 3.6166, Accuracy: 27.13%, LR: 0.001000
2024-12-30 20:24:09,172 - resnet_50 - INFO - Training - Epoch: 7, Batch: [3328/10010], Loss: 3.6163, Accuracy: 27.15%, LR: 0.001000
2024-12-30 20:26:44,505 - resnet_50 - INFO - Training - Epoch: 7, Batch: [3456/10010], Loss: 3.6152, Accuracy: 27.15%, LR: 0.001000
2024-12-30 20:29:19,832 - resnet_50 - INFO - Training - Epoch: 7, Batch: [3584/10010], Loss: 3.6137, Accuracy: 27.16%, LR: 0.001000
2024-12-30 20:31:55,177 - resnet_50 - INFO - Training - Epoch: 7, Batch: [3712/10010], Loss: 3.6138, Accuracy: 27.15%, LR: 0.001000
2024-12-30 20:34:30,559 - resnet_50 - INFO - Training - Epoch: 7, Batch: [3840/10010], Loss: 3.6132, Accuracy: 27.15%, LR: 0.001000
2024-12-30 20:37:05,899 - resnet_50 - INFO - Training - Epoch: 7, Batch: [3968/10010], Loss: 3.6130, Accuracy: 27.16%, LR: 0.001000
2024-12-30 20:39:41,227 - resnet_50 - INFO - Training - Epoch: 7, Batch: [4096/10010], Loss: 3.6127, Accuracy: 27.17%, LR: 0.001000
2024-12-30 20:42:16,597 - resnet_50 - INFO - Training - Epoch: 7, Batch: [4224/10010], Loss: 3.6120, Accuracy: 27.19%, LR: 0.001000
2024-12-30 20:44:51,934 - resnet_50 - INFO - Training - Epoch: 7, Batch: [4352/10010], Loss: 3.6107, Accuracy: 27.22%, LR: 0.001000
2024-12-30 20:47:27,268 - resnet_50 - INFO - Training - Epoch: 7, Batch: [4480/10010], Loss: 3.6099, Accuracy: 27.25%, LR: 0.001000
